id,name,kcal
K0122101,雞水波蛋,147
K0123101,荷包蛋(不加油),162
K0123201,荷包蛋(加油1小匙),192
K0150101,煎蛋(不加油),161
K0150201,炒蛋(加油3大匙),215
K01503,蒸蛋平均值,64
K0150301,蒸蛋(市售),32
K0150302,蒸蛋(微波爐),82
K0150303,蒸蛋(電鍋),80
K0200101,鴨蛋,187
K0200201,紅面番鴨蛋,198
K0206101,鴨蛋白,47
K0208101,鴨蛋黃,347
K0213101,鴨皮蛋,158
K02141,鴨鹹蛋平均值,185
K0214101,鴨生鹹蛋,187
K0214102,鴨熟鹹蛋,185
K0214103,鴨熟鹹蛋(薄鹽),185
K0214801,鴨鹹蛋黃,533
K0300101,鵪鶉蛋,172
K0311101,鵪鶉水煮蛋,163
K0313101,鵪鶉皮蛋,158
K0314101,鵪鶉鹹蛋,171
K0320101,鵪鶉滷蛋,200
K0321101,鵪鶉鐵蛋,439
K0400101,鴿蛋,96
K0500102,鵝蛋,179
L0100101,高脂鮮乳,73
L01021,全脂鮮乳平均值,63
L0102101,全脂鮮乳(1月取樣),62
L0102102,全脂鮮乳(4月取樣),62
L0102103,全脂鮮乳(6月取樣),63
L0102104,全脂鮮乳(9月取樣),64
L0102105,全脂鮮乳(10月取樣),64
L0102106,全脂鮮乳(11月取樣),62
L0102107,全脂鮮乳(12月取樣),64
L0104101,中脂鮮乳,48
L0106101,低脂鮮乳,43
L0110101,高脂強化鮮乳(鈣強化),68
L0110201,高脂強化鮮乳(寡醣強化),69
L0114101,中脂強化鮮乳(脂肪酸調整),59
L0116101,低脂強化鮮乳(維生素E強化),41
L0116201,低脂強化鮮乳(寡醣強化),46
L0118101,脫脂強化鮮乳(鈣強化),42
L0118201,脫脂強化鮮乳(寡醣強化),36
L0118301,脫脂強化鮮乳(鐵強化),41
L0124101,中脂調味乳(巧克力),61
L0124201,中脂調味乳(多穀類),65
L0124301,中脂調味乳(果汁),54
L0124401,中脂調味乳(鈣強化),67
L0124501,中脂調味乳(維生素強化),59
L0124601,中脂調味乳(纖維&維生素E強化),64
L0126101,低脂調味乳(木瓜),61
L0130101,高脂保久乳,71
L0132101,全脂保久乳,62
L0134101,中脂保久乳,48
L0146101,低脂強化保久乳(寡糖強化),46
L0154101,中脂調味保久乳(巧克力),59
L0154201,中脂調味保久乳(布丁),61
L0200101,全脂奶粉,504
L0204101,部份脫脂奶粉,420
L0204201,部份脫脂奶粉(即溶),445
L0204301,部份脫脂低乳糖奶粉,416
L0207101,脫脂奶粉,361
L0207201,脫脂奶粉(即溶),360
L0211101,全脂強化奶粉(纖維強化),494
L0214101,部份脫脂強化奶粉(鈣強化),408
L0214201,部份脫脂強化奶粉(纖維&DHA強化),466
L0214301,部份脫脂強化奶粉(纖維&鈣強化),373
L0214401,部份脫脂強化奶粉(脂肪酸調整),481
L0217101,脫脂強化奶粉(抗氧化),365
L0217201,脫脂強化奶粉(鈣&維生素A強化),360
L0217301,"脫脂強化奶粉(鈣&維生素C,E強化)",360
L0217401,脫脂強化奶粉(鈣&鐵強化),360
L0224101,部份脫脂調味奶粉(巧克力),391
L0224201,部份脫脂調味奶粉(果汁),430
L0308101,脫脂稀釋發酵乳,68
L0308201,脫脂稀釋發酵乳(鈣強化),72
L0312101,全脂濃稠發酵乳,90
L0314101,中脂濃稠發酵乳,80
L0314201,中脂濃稠發酵乳(無糖&纖維強化),73
L0314301,中脂濃稠發酵乳(草莓),88
L0316101,低脂濃稠發酵乳,73
L0318101,脫脂濃稠發酵乳,63
L0318201,脫脂濃稠發酵乳(低熱量),37
L0318301,脫脂濃稠發酵乳(草莓),68
L0318401,脫脂濃稠發酵乳(啤酒酵母),34
L0320101,高脂凝態發酵乳(纖維強化),91
L0322101,全脂凝態發酵乳,97
L0324101,中脂凝態發酵乳(草莓),102
L0324201,中脂凝態發酵乳(蘆薈),89
L0328101,脫脂凝態發酵乳(纖維強化),84
L0338101,脫脂保久稀釋發酵乳,46
L0348101,脫脂保久濃稠發酵乳(草莓&蘋果),68
L0400101,淡煉乳,136
L0400201,加糖部份脫脂煉乳,318
L0500101,切片乾酪,309
L0500201,切片乾酪(低脂),241
L0500301,刨絲乾酪,323
L0500401,乾酪粉,484
L1000101,鮮奶可可,77
L1000201,木瓜牛奶,41
L1100101,高脂鮮羊乳,65
L1104101,中脂鮮羊乳,48
L1132101,保久羊乳,59
L1154101,中脂調味保久羊乳(巧克力),59
L1154201,中脂調味保久羊乳(果汁),75
L1200101,全脂羊奶粉,510
L1200201,全脂羊奶粉(即溶),517
M0100101,牛油(未精煉),642
M0100201,牛油(精煉),885
M0200101,豬油,890
M0200201,高油酸豬油,893
M0300101,雞油,891
M0900101,"奶油(固態,不加鹽)",733
M0900201,"奶油(固態,加鹽)",699
M0900301,奶油(液態),340
M1000101,人造奶油(維生素強化),725
M1000201,中脂人造奶油,674
M1000301,人造奶油(低熱量),94
M1100101,大豆油,884
M1100201,大豆油(卵磷脂強化),880
M1100301,大豆油(多種維生素強化),883
M1200101,玉米油,883
M1300101,米油(秈米),883
M1300201,米油(粳米),883
M1400101,亞麻仁油,820
M1500101,白芝麻油,884
M1500201,黑芝麻油,881
M1550101,調合芝麻油,884
M1600101,花生油,883
M1650101,調合花生油,884
M1700101,油菜籽油,883
M1800101,芥花油,883
M1900101,南瓜籽油,883
M2000101,紅花籽油,884
M2000201,高油酸紅花籽油,880
M2100101,核桃油,883
M2200101,油茶油,883
M2200201,熟油茶油,883
M2300101,高油酸棕櫚油,883
M2400101,椰子油,883
M2500101,葵花籽油,884
M2500201,葵花籽油(多種維生素強化),883
M2500301,高油酸葵花籽油,883
M2600101,葡萄籽油,884
M2700101,橄欖油,884
M9900101,烤酥油,883
M9900201,調合植物油,887
M9900301,中鏈脂肪酸油,883
N0100101,方糖,385
N0100201,冰糖,387
N0100301,紅砂糖,385
N0100401,黑砂糖,365
N0200101,麥芽糖,325
N0300101,果糖,297
N0400101,果寡糖,300
N0600101,楓糖,258
N0700101,蜂蜜(冬蜜),315
N0700201,蜂蜜(春蜜),308
N0800101,黑糖蜜,280
N0900101,冬瓜糖磚,360
O0100101,西瓜汁(非原汁),30
O0100201,芭樂汁(非原汁),45
O0100301,柳橙汁(非原汁),50
O0100401,柳橙汁(100%),47
O0100501,烏梅汁,57
O0100601,黑棗茶,46
O0100701,楊桃汁(非原汁),48
O0100801,葡萄柚汁(非原汁),40
O0100901,鳳梨汁(非原汁),47
O0101001,蔓越莓汁(非原汁),45
O0101101,檸檬汁(非原汁),33
O0101201,蘋果汁(非原汁),47
O0101301,蘋果汁(100%),51
O0200101,蕃茄汁(非原汁),22
O0200201,仙草蜜,35
O0200301,薑母茶,28
O0200401,蘆薈露飲料,43
O0200501,黑豆茶,13
O0200601,龜苓茶,33
O0400101,果汁醋飲料(綜合),37
O0600101,可樂,51
O0600201,可樂(低熱量),1
O0600301,沙士,37
O0600401,加鹽沙士,62
O0600501,沙士(低糖),43
O0600601,汽水(綜合口味),42
O0600701,汽水(維生素強化),46
O0700101,美式咖啡(無糖),2
O0700201,無糖咖啡飲料,4
O0700301,拿鐵咖啡(無糖),43
O0700401,咖啡(三合一),39
O0700501,紅茶茶湯,0
O0700601,紅茶(大麥),34
O0700701,紅茶(蘋果),37
O0700801,烏龍茶茶湯,0
O0700901,烏龍茶,0
O0701001,"烏龍茶(去冰,微糖)",16
O0701101,"烏龍茶(去冰,半糖)",21
O0701201,"烏龍茶(去冰,全糖)",36
O0701301,綠茶茶湯,0
O0701401,綠茶,22
O0701501,鮮奶茶(無糖),27
O0701601,奶茶(三合一),42
O0701701,"烏龍奶茶(去冰,微糖)",59
O0701801,"烏龍奶茶(去冰,半糖)",62
O0701901,"烏龍奶茶(去冰,全糖)",75
O0702001,"珍珠奶茶(去冰,微糖)",75
O0702101,"珍珠奶茶(去冰,半糖)",84
O0702201,"珍珠奶茶(去冰,全糖)",94
O0702301,奶茶沖泡包(三合一),452
O0702401,茉莉花茶湯,0
O0702501,茉莉花茶,28
O0702601,菊花茶,30
O0702701,多多綠茶(全糖),49
O0702801,冬瓜茶,33
O0702901,乳酸飲料,45
O0703001,維生素強化飲料(胡蘿蔔素),39
O0703101,維生素強化飲料(綜合),54
O0703201,維生素強化飲料(維生素C),57
O0703301,運動飲料,28
O0703401,米醋飲料,52
O0900101,即溶咖啡粉,318
O0900201,咖啡沖泡包(二合一),478
O0900301,咖啡沖泡包(三合一),437
O0900401,紅茶沖泡包(檸檬),397
O0900501,米漿粉,440
O0900601,麥片沖泡包(三合一),405
O0900701,三合一麥片(野菜蘑菇),388
O0900801,糙米麩,381
O0900901,麵茶粉,418
O0901001,植物燕麥奶,430
O0901101,杏仁茶沖泡包,398
O0901201,芝麻糊沖泡包,450
O0901301,綜合堅果穀物沖泡包,436
O0901401,豆漿粉,409
O0901501,薑茶沖泡包,399
O9900301,椰奶,49
P0100101,八角,244
P0100201,小茴香粉,342
P0100301,山葵粉,360
P0100401,五香粉,268
P0100501,甘草粉,265
P0100601,肉桂粉,241
P0100701,西洋芹菜片,271
P0100801,花椒粉,271
P0100901,洋香菜片,265
P0101001,洋蔥粉,335
P0101101,白胡椒粉,288
P0101201,紅胡椒粒,320
P0101301,黑胡椒粉,325
P0101401,綠胡椒粒,302
P0101501,迷迭香粉,342
P0101601,荳蔻粉,409
P0101701,蒜粉,300
P0101801,辣椒粉,307
P0101901,薑黃粉,329
P0102001,薑粉,295
P0102101,羅勒片,222
P0200101,七味唐辛子,370
P0200201,沙茶粉,477
P0200301,豆酥,513
P0200401,咖哩粉,344
P0200501,咖哩塊,505
P0200601,油蔥酥,489
P0200701,梅子粉,268
P0200801,椰子粉,606
P0200901,蒜頭酥,436
P0201001,糖粉,399
P0201101,椰漿,207
P0201201,黃耆水,14
P0201301,黃耆片,258
P0300101,岩鹽,2
P0300201,低鈉鹽,11
P0400101,味精,251
P0400201,高鮮味精,269
P0400301,鮮雞精,261
P0400401,鰹魚粉,240
P0500101,高湯塊(排骨),362
P0500201,高湯塊(雞肉),339
P0500301,高湯(豬大骨),49
P0500401,低脂高湯,2
P0500501,素食高湯,17
P0600101,米醋,10
P0600201,糯米醋,17
P0600301,高梁醋,27
P0600401,薏仁醋,13
P0600501,紅醋,4
P0600601,香醋,3
P0600701,烏醋,37
P0600801,素食烏醋,42
P0600901,壽司醋,181
P0700101,醬油,90
P0700201,薏仁醬油,83
P0700301,黑豆醬油,113
P0700401,淡色醬油,77
P0700501,薄鹽醬油(低鈉),77
P0700601,薄鹽醬油(低鈉高鉀),56
P0700701,醬油膏,103
P0700801,黑豆油膏,146
P0700901,薄鹽黑豆醬油膏,124
P0800101,味醂,220
P0800201,鮮味露,74
P0800301,蠔油,156
P0800401,魚露,64
P0900101,紅辣椒油,899
P0900201,香油,883
P0900301,蝦油,55
P1000101,干貝醬,555
P1000201,牛肉醬,505
P1000301,肉燥,397
P1000401,素肉燥,477
P1000501,義式乳酪醬,209
P1000601,炸醬,386
P1000701,素食炸醬,382
P1000801,海苔醬,218
P1000901,麻醬,620
P1001001,速食乾麵麻醬包,667
P1001101,白醬,59
P1001201,青醬,79
P1001301,蕃茄義大利麵醬,67
P1001401,五味醬,138
P1001501,牛排醬,128
P1001601,羊肉爐醬,128
P1001701,沙茶醬,721
P1001801,素沙茶醬,665
P1001901,黃芥茉醬,64
P1002001,山葵醬,328
P1002101,金桔醬,80
P1002201,海鮮醬,226
P1002301,烤肉醬,155
P1002401,排骨醬,218
P1002501,甜辣醬,115
P1002601,甜麵醬,212
P1002701,朝鮮醬,102
P1002801,黑胡椒醬,114
P1002901,日式照燒醬,227
P1003001,蒜蓉醬,279
P1003101,辣蒜蓉醬,69
P1003201,辣椒醬,73
P1003301,蔥醬,145
P1003401,糖醋醬,129
P1003501,蕃茄醬,111
P1003601,薑蓉醬,61
P1003701,蘑菇醬,56
P1003801,米豆醬,123
P1003901,蒜味豆豉醬,264
P1004001,豆酥醬,660
P1004101,豆瓣醬,170
P1004201,辣豆瓣醬,90
P1004301,紅麴醬,161
P1004401,韭花醬,24
P1004501,香椿醬,497
P1004601,麻婆醬,185
P1004701,蝦醬,99
P1100101,沙拉醬,644
P1100201,無蛋沙拉醬,479
P1100301,千島沙拉醬,514
P1100401,和風沙拉醬,128
P1100501,凱撒沙拉醬,336
P1200101,味噌,206
P1300101,法式奶酥醬,596
P1300201,巧克力醬(液體),272
P1300301,草莓果醬,269
P1300401,葡萄果醬,258
P1300501,柚子果醬,263
P1300601,桑葚果醬,225
P1300701,白芝麻麵包醬,665
P1300801,黑芝麻麵包醬,653
P1300901,花生醬,635
P1301001,洋蔥麵包醬,273
P1301101,法式香蒜醬,790
P1400101,液體奶精,262
P1400201,奶精粉,544
P1400301,奶精粉(低脂),450
P1500101,炸排粉,340
P1500201,炸雞粉,320
P1500301,蒸肉粉(五香),345
P1500401,熱狗粉,352
P1500501,麵包粉,365
P1500601,酵母粉,304
Q0100101,冷藏寧波年糕,218
Q0100201,冷藏甜年糕,241
Q0100301,冷藏廣式芋頭粿,107
Q0100401,冷藏廣式蘿蔔糕,109
Q0100501,包餡甜麻糬(紅豆),325
Q0200101,鹹麻糬,245
Q0300101,芋仔餅,347
Q0300201,月餅(棗泥),413
Q0300301,綠豆凸,386
Q0300401,蕃薯餅,327
Q0400101,車輪餅(紅豆),174
Q0400201,車輪餅(菜脯),176
Q0500101,太陽餅,459
Q0500201,牛舌餅,411
Q0500301,蛋黃芋頭酥,212
Q0500401,蛋黃酥,457
Q0500501,鳳梨酥,481
Q0500601,蘿蔔酥,421
Q0600701,鳳眼糕,377
Q0600801,米粩,441
Q0700101,可頌,448
Q0700201,泡芙(巧克力),585
Q0700301,蛋塔,373
Q0700401,蛋塔(葡式),373
Q0700501,鬆餅,254
Q0800101,冷凍馬拉糕,317
Q0800201,銅鑼燒,328
Q0800301,冷凍馬蹄條,186
Q0900101,乳酪蛋糕,294
Q0900201,海綿蛋糕(圓形),339
Q0900301,提拉米蘇(圓形),327
Q0900401,蜂蜜蛋糕(原味),345
Q0900501,蜂蜜蛋糕(巧克力),338
Q0900601,蜂蜜蛋糕(起司),351
Q1000101,土司,283
Q1000201,土司(含全穀粉),283
Q1000301,紅豆土司,313
Q1000401,奶酥麵包,374
Q1000501,肉鬆麵包,423
Q1000601,蜜糖甜甜圈(波/摩堤),395
Q1000701,糖粒甜甜圈(油炸),397
Q1000801,菠蘿麵包,376
Q1000901,葡萄乾奶酥麵包,299
Q1001001,漢堡包,316
Q1001101,餐包,361
Q2100101,仙草凍,19
Q2100201,咖啡凍,74
Q2100301,果凍,91
Q2100401,原味愛玉凍,1
Q2100501,檸檬愛玉凍,52
Q2102101,鮮奶布丁,110
Q2102201,烤布丁,138
Q2102301,黃布丁,110
Q2104101,豆花(花生),59
Q2104201,傳統豆花(未加糖),37
Q2106101,羊羹,282
Q2200101,巧克力冰淇淋,192
Q2200201,香草冰淇淋,182
Q2200301,紅豆牛奶冰棒,152
Q2300101,花生仁湯,105
Q4100101,方塊酥,508
Q4100201,夾心餅乾(草莓),514
Q4100301,捲心酥,487
Q4100401,蛋捲(芝麻),547
Q4100501,煎餅,435
Q4100601,營養口糧,419
Q4100701,蘇打餅乾(蔬菜),506
Q4200101,玉米餅乾(原味),494
Q4200201,洋芋片,549
Q4200301,魚酥,564
Q4200401,零食泡麵,477
Q4300101,雪餅,485
Q4900101,沙其馬,484
Q6100101,牛奶巧克力,546
Q6100201,花生牛奶巧克力,486
Q6100301,榛果牛奶巧克力,581
Q6100401,糖衣牛奶巧克力,479
Q6100501,代可可脂白巧克力,562
Q6100601,黑巧克力(85%),585
Q6200101,白芝麻糖,512
Q6200201,黑芝麻糖,516
Q6200301,花生糖,556
Q6200401,花生貢糖,504
Q6200501,牛軋糖,470
Q6200601,核棗糕,422
Q6300101,水果軟糖,411
Q6300201,水果QQ軟糖,342
Q6310101,牛奶軟糖,424
Q6310201,巧克力牛奶軟糖,422
Q6400101,太妃糖,438
Q6400201,蓮藕糖,395
Q6400301,枇杷糖,394
Q6400401,苦茶糖,396
Q6400501,薑糖,357
Q6400601,巧克力夾心糖,403
Q6800101,維生素C口含錠(檸檬),399
Q6800201,酵母菌咀嚼錠,372
Q6900101,乳酸球,451
Q6900201,羊乳片,410
Q6900301,紅豆球,338
Q6900401,綠豆球,333
Q6900501,棉花糖,331
Q8100101,甘薯蜜餞,339
Q8100201,芒果青,217
Q8100301,芒果乾,364
Q8100401,芭樂果乾,329
Q8100501,鳳梨果乾,342
Q8100601,檸檬果乾,327
Q8100701,葡萄乾,329
Q9100101,豆干丁(五香),377
Q9100202,豆干片(沙茶),454
Q9900101,布丁粉,419
Q9900201,冰淇淋粉(香草),430
Q9900301,起酥片,401
R0100101,廣東粥,81
R0200101,冷凍火腿炒飯,185
R0200201,冷凍蝦仁炒飯,143
R0300101,三角飯糰(肉鬆),215
R0300201,糯米飯糰,333
R0400101,肉粽,234
R0400201,鹼粽,132
R0500301,冷凍筒仔米糕,211
R0500401,筒仔米糕,244
R0600101,豬血糕,192
R0600201,鴨血糕,190
R0700101,肉圓,135
R0700201,清蒸蝦仁肉圓,149
R0800101,甜酒釀,162
R0800201,紫米酒釀,153
R0900101,冷凍芝麻湯圓,351
R0900201,冷凍花生湯圓,343
R0900301,冷凍豬肉湯圓,281
R2100101,炒板條,147
R2100201,泡麵(牛肉口味),470
R2100301,泡麵(鮮蝦口味),471
R2100401,擔仔麵,119
R2200101,冷凍牛肉水餃,213
R2200201,冷凍豬肉水餃,206
R2200301,冷凍豬肉韭菜水餃,225
R2200401,冷凍豬肉蟹黃水餃,221
R2200501,冷凍香菇雞肉水餃,216
R2200601,冷凍素食水餃,169
R2200701,冷凍鮪魚水餃,193
R2200801,冷凍豬肉熟水餃,231
R2200901,冷凍素食熟水餃,204
R2201001,冷凍冬菜蝦仁餛飩,186
R2201101,冷凍豬肉餛飩,222
R2201201,冷凍菜肉餛飩,228
R2201301,溫州餛飩,144
R2201401,豬肉鍋貼,235
R2300101,冷凍叉燒包,264
R2300201,冷凍酸菜焢肉包子,297
R2300301,冷凍芋泥包,258
R2300401,冷凍豆沙包,243
R2300501,冷凍芝麻包,340
R2300601,冷凍蓮蓉包,288
R2300701,冷凍叉燒包子,262
R2300801,冷凍牛肉包子,265
R2300901,冷凍豬肉包子,263
R2301001,冷凍豬肉湯包,229
R2301101,小籠包,239
R2301201,冷凍素菜包子,232
R2301301,竹筍包,203
R2400101,冷凍白饅頭,274
R2400201,白饅頭,246
R2400301,芋頭饅頭,150
R2400401,花捲,224
R2400501,冷藏堅果饅頭,296
R2400601,黑糖饅頭,230
R2400701,冷凍銀絲卷(奶黃),279
R2500101,火腿蛋三明治,272
R2600101,披薩(夏威夷),266
R2600201,冷凍披薩(黑胡椒火腿),206
R2700101,蔥油餅,300
R2700201,冷凍蔥油餅,245
R2700301,冷凍蛋餅皮,228
R2700401,燒餅,320
R2800101,韭菜盒子,214
R2800201,大餅包小餅(紅豆),375
R2800301,水煎包,163
R2800401,牛肉餡餅,222
R2800501,豬肉餡餅,324
R2900101,冷凍燒賣,183
R2900201,冷凍水晶包,208
R2900301,"冷凍,水晶餃",189
R3000101,油條,548
R3000201,冷凍春捲,266
R3000301,蚵仔煎,191
R3000401,棺材板,261
R3000501,油豆腐粉絲(阿給),143
R3100101,冷凍可樂餅(奶汁),112
R4100101,芋圓,212
R4100201,粉圓,345
R4100301,冷凍甘薯條,175
R4100401,冷凍馬鈴薯條,144
R4400101,台式泡菜,57
R4400201,黃金泡菜,108
R4400301,韓式泡菜,30
R4400401,花瓜罐頭,86
R4400501,冷凍洋蔥圈,276
R4400601,醃辣椒,52
R4700101,佃煮黑豆,257
R4700201,豆干絲,165
R4700202,五香豆干,188
R4700203,小方豆干,155
R4700301,黑豆干,197
R4700401,豆腐皮,208
R4700501,日式炸豆皮,383
R4700601,豆豉,215
R4700701,豆棗,419
R4700801,百頁豆腐,195
R4700901,傳統豆腐,87
R4701001,冷凍豆腐,127
R4701101,小三角油豆腐,158
R4701201,嫩豆腐,51
R4701301,雞蛋豆腐,79
R4701401,麻油辣腐乳,106
R4800101,素肉,199
R4800201,冷凍素雞塊,203
R4900101,花生麵筋罐頭,204
R4900201,香菇麵筋罐頭,191
R5100101,叉燒肉,253
R5100201,切片火腿(牛肉),121
R5100301,切片火腿(豬肉),147
R5100401,切片火腿(雞肉),148
R5100501,"條狀火腿(牛肉,黑胡椒)",113
R5100601,條狀火腿(豬肉),145
R5100701,醬肘子,134
R5100801,培根,372
R5100901,臘肉(五花肉),525
R5100902,臘肉(腿肉),377
R5200101,片狀肉乾(牛肉),335
R5200102,"片狀肉乾(牛肉,辣味)",323
R5200201,片狀肉乾(豬肉),329
R5200301,條狀肉乾(豬肉),345
R5300101,牛肉香腸,298
R5300201,香腸,354
R5300202,香腸(蒜味),388
R5300203,蒟蒻香腸(蒜味),289
R5300301,小巧香腸,362
R5300401,雞肉香腸(大),283
R5300402,雞肉香腸(小),459
R5300501,熱狗,257
R5300601,德國香腸,272
R5300701,冷凍小香腸,248
R5400101,冷凍珍珠丸,220
R5400201,冷凍貢丸,244
R5400301,冷凍雞肉丸,202
R5500101,冷凍牛肉漢堡肉,246
R5500201,冷凍雞塊,228
R5600101,豬肉脯,441
R5600201,豬肉酥,513
R5600301,雞肉酥,442
R5900101,肉羹,245
R5900201,冷凍咕咾肉,181
R5900301,豬腳凍,145
R6100101,冷凍花枝丸,162
R6100201,冷凍虱目魚丸,203
R6100301,冷凍文蛤丸,211
R6100401,冷凍旗魚丸,158
R6100501,冷凍鱈魚丸,99
R6100601,冷凍蝦丸,123
R6200201,冷凍花枝排,185
R6200301,冷凍鮪排,143
R6200401,冷凍蝦餅,123
R6300301,冷凍干貝酥,144
R6300401,冷凍花枝塊,179
R6300501,冷凍旗魚塊,178
R6400101,冷凍蚵捲,181
R6400201,冷凍魚捲,125
R6400301,冷凍蝦捲,153
R6500101,冷凍魷魚圈,143
R6600101,冷凍花枝餃,168
R6600201,冷凍香菇餃,231
R6600301,冷凍蛋餃,182
R6600401,冷凍雪螺餃,201
R6600501,冷凍魚餃,277
R6600601,冷凍蝦餃,273
R6600701,冷凍燕餃,315
R6700101,冷凍蟹味棒,116
R6700201,冷凍魚卵卷,115
R6700301,魚板,125
R6700401,天婦羅,175
R6700501,冷凍花枝漿,223
R6700601,冷凍花枝羹,126
R6800101,魚肉脯,104
R6800201,鯖魚肉脯,685
R6800301,魚肉鬆,470
R6800401,旗魚鬆,481
R6800501,鮭魚鬆,452
R6900101,香筍鮪魚罐頭,258
R6900201,茄汁鯖魚罐頭,115
R8100101,沖泡濃湯(海鮮),334
R8100201,玉米濃湯調理包,364
R9900101,生啤酒,50
R9900102,啤酒,49
R9900201,陳年紹興酒,133
R9900301,白葡萄酒,90
R9900302,紅葡萄酒,93
R9901101,雞精,34
R9900302,紅葡萄酒,93
R9901101,雞精,34
